Time,Timestamp,ISO8601,Heart Rate (bpm),Lap,Since start (second)
06:20:07.548,1775215207.548,2026-04-03T06:20:07.548-0500,113,1,714
06:20:08.548,1775215208.548,2026-04-03T06:20:08.548-0500,113,1,715
06:20:09.548,1775215209.548,2026-04-03T06:20:09.548-0500,113,1,716
06:20:10.548,1775215210.548,2026-04-03T06:20:10.548-0500,114,1,717
06:20:11.548,1775215211.548,2026-04-03T06:20:11.548-0500,114,1,718
06:20:22.548,1775215222.548,2026-04-03T06:20:22.548-0500,119,1,729
06:20:33.548,1775215233.548,2026-04-03T06:20:33.548-0500,119,1,740
06:20:34.548,1775215234.548,2026-04-03T06:20:34.548-0500,119,1,741
06:20:35.548,1775215235.548,2026-04-03T06:20:35.548-0500,118,1,742
06:20:36.548,1775215236.548,2026-04-03T06:20:36.548-0500,118,1,743
06:20:37.548,1775215237.548,2026-04-03T06:20:37.548-0500,118,1,744
06:20:38.548,1775215238.548,2026-04-03T06:20:38.548-0500,117,1,745
06:20:39.548,1775215239.548,2026-04-03T06:20:39.548-0500,117,1,746
06:20:40.548,1775215240.548,2026-04-03T06:20:40.548-0500,117,1,747
06:20:41.548,1775215241.548,2026-04-03T06:20:41.548-0500,117,1,748
06:20:42.548,1775215242.548,2026-04-03T06:20:42.548-0500,117,1,749
06:20:43.548,1775215243.548,2026-04-03T06:20:43.548-0500,118,1,750
06:20:44.548,1775215244.548,2026-04-03T06:20:44.548-0500,118,1,751
06:20:45.548,1775215245.548,2026-04-03T06:20:45.548-0500,118,1,752
06:20:46.548,1775215246.548,2026-04-03T06:20:46.548-0500,118,1,753
06:20:47.548,1775215247.548,2026-04-03T06:20:47.548-0500,118,1,754
06:20:48.548,1775215248.548,2026-04-03T06:20:48.548-0500,117,1,755
06:20:49.548,1775215249.548,2026-04-03T06:20:49.548-0500,117,1,756
06:20:50.548,1775215250.548,2026-04-03T06:20:50.548-0500,117,1,757
06:20:51.548,1775215251.548,2026-04-03T06:20:51.548-0500,117,1,758
06:20:52.548,1775215252.548,2026-04-03T06:20:52.548-0500,117,1,759
06:20:53.548,1775215253.548,2026-04-03T06:20:53.548-0500,117,1,760
06:20:54.548,1775215254.548,2026-04-03T06:20:54.548-0500,117,1,761
06:20:55.548,1775215255.548,2026-04-03T06:20:55.548-0500,117,1,762
06:20:56.548,1775215256.548,2026-04-03T06:20:56.548-0500,117,1,763
06:20:57.548,1775215257.548,2026-04-03T06:20:57.548-0500,117,1,764
06:20:58.548,1775215258.548,2026-04-03T06:20:58.548-0500,117,1,765
06:20:59.548,1775215259.548,2026-04-03T06:20:59.548-0500,117,1,766
06:21:00.548,1775215260.548,2026-04-03T06:21:00.548-0500,117,1,767
06:21:01.548,1775215261.548,2026-04-03T06:21:01.548-0500,117,1,768
06:21:02.548,1775215262.548,2026-04-03T06:21:02.548-0500,117,1,769
06:21:03.548,1775215263.548,2026-04-03T06:21:03.548-0500,118,1,770
06:21:04.548,1775215264.548,2026-04-03T06:21:04.548-0500,118,1,771
06:21:05.548,1775215265.548,2026-04-03T06:21:05.548-0500,118,1,772
06:21:06.548,1775215266.548,2026-04-03T06:21:06.548-0500,118,1,773
06:21:07.548,1775215267.548,2026-04-03T06:21:07.548-0500,118,1,774
06:21:08.548,1775215268.548,2026-04-03T06:21:08.548-0500,118,1,775
06:21:09.548,1775215269.548,2026-04-03T06:21:09.548-0500,118,1,776
06:21:10.548,1775215270.548,2026-04-03T06:21:10.548-0500,118,1,777
06:21:11.548,1775215271.548,2026-04-03T06:21:11.548-0500,117,1,778
06:21:12.548,1775215272.548,2026-04-03T06:21:12.548-0500,117,1,779
06:21:13.548,1775215273.548,2026-04-03T06:21:13.548-0500,117,1,780
06:21:14.548,1775215274.548,2026-04-03T06:21:14.548-0500,117,1,781
06:21:15.548,1775215275.548,2026-04-03T06:21:15.548-0500,117,1,782
06:21:16.548,1775215276.548,2026-04-03T06:21:16.548-0500,117,1,783
06:21:17.548,1775215277.548,2026-04-03T06:21:17.548-0500,116,1,784
06:21:18.548,1775215278.548,2026-04-03T06:21:18.548-0500,116,1,785
06:21:19.548,1775215279.548,2026-04-03T06:21:19.548-0500,116,1,786
06:21:20.548,1775215280.548,2026-04-03T06:21:20.548-0500,116,1,787
06:21:21.548,1775215281.548,2026-04-03T06:21:21.548-0500,116,1,788
06:21:22.548,1775215282.548,2026-04-03T06:21:22.548-0500,116,1,789
06:21:23.548,1775215283.548,2026-04-03T06:21:23.548-0500,116,1,790
06:21:24.548,1775215284.548,2026-04-03T06:21:24.548-0500,115,1,791
06:21:25.548,1775215285.548,2026-04-03T06:21:25.548-0500,115,1,792
06:21:26.548,1775215286.548,2026-04-03T06:21:26.548-0500,115,1,793
06:21:27.548,1775215287.548,2026-04-03T06:21:27.548-0500,116,1,794
06:21:28.548,1775215288.548,2026-04-03T06:21:28.548-0500,116,1,795
06:21:29.548,1775215289.548,2026-04-03T06:21:29.548-0500,117,1,796
06:21:30.548,1775215290.548,2026-04-03T06:21:30.548-0500,117,1,797
06:21:31.548,1775215291.548,2026-04-03T06:21:31.548-0500,117,1,798
06:21:32.548,1775215292.548,2026-04-03T06:21:32.548-0500,118,1,799
06:21:33.548,1775215293.548,2026-04-03T06:21:33.548-0500,118,1,800
06:21:34.548,1775215294.548,2026-04-03T06:21:34.548-0500,118,1,801
06:21:35.548,1775215295.548,2026-04-03T06:21:35.548-0500,119,1,802
06:21:36.548,1775215296.548,2026-04-03T06:21:36.548-0500,119,1,803
06:21:37.548,1775215297.548,2026-04-03T06:21:37.548-0500,120,1,804
06:21:38.548,1775215298.548,2026-04-03T06:21:38.548-0500,120,1,805
06:21:39.548,1775215299.548,2026-04-03T06:21:39.548-0500,121,1,806
06:21:40.548,1775215300.548,2026-04-03T06:21:40.548-0500,121,1,807
06:21:41.548,1775215301.548,2026-04-03T06:21:41.548-0500,121,1,808
06:21:42.548,1775215302.548,2026-04-03T06:21:42.548-0500,121,1,809
06:21:43.548,1775215303.548,2026-04-03T06:21:43.548-0500,121,1,810
06:21:44.548,1775215304.548,2026-04-03T06:21:44.548-0500,122,1,811
06:21:45.548,1775215305.548,2026-04-03T06:21:45.548-0500,122,1,812
06:21:46.548,1775215306.548,2026-04-03T06:21:46.548-0500,122,1,813
06:21:47.548,1775215307.548,2026-04-03T06:21:47.548-0500,122,1,814
06:21:48.548,1775215308.548,2026-04-03T06:21:48.548-0500,121,1,815
06:21:49.548,1775215309.548,2026-04-03T06:21:49.548-0500,121,1,816
06:21:50.548,1775215310.548,2026-04-03T06:21:50.548-0500,120,1,817
06:21:51.548,1775215311.548,2026-04-03T06:21:51.548-0500,120,1,818
06:21:52.548,1775215312.548,2026-04-03T06:21:52.548-0500,120,1,819
06:21:53.548,1775215313.548,2026-04-03T06:21:53.548-0500,120,1,820
06:21:54.548,1775215314.548,2026-04-03T06:21:54.548-0500,120,1,821
06:21:55.548,1775215315.548,2026-04-03T06:21:55.548-0500,120,1,822
06:21:56.548,1775215316.548,2026-04-03T06:21:56.548-0500,120,1,823
06:21:57.548,1775215317.548,2026-04-03T06:21:57.548-0500,120,1,824
06:21:58.548,1775215318.548,2026-04-03T06:21:58.548-0500,120,1,825
06:21:59.548,1775215319.548,2026-04-03T06:21:59.548-0500,120,1,826
06:22:00.548,1775215320.548,2026-04-03T06:22:00.548-0500,120,1,827
06:22:01.548,1775215321.548,2026-04-03T06:22:01.548-0500,119,1,828
06:22:02.548,1775215322.548,2026-04-03T06:22:02.548-0500,119,1,829
06:22:03.548,1775215323.548,2026-04-03T06:22:03.548-0500,118,1,830
06:22:04.548,1775215324.548,2026-04-03T06:22:04.548-0500,118,1,831
06:22:05.548,1775215325.548,2026-04-03T06:22:05.548-0500,117,1,832
06:22:06.548,1775215326.548,2026-04-03T06:22:06.548-0500,116,1,833
06:22:07.548,1775215327.548,2026-04-03T06:22:07.548-0500,116,1,834
06:22:08.548,1775215328.548,2026-04-03T06:22:08.548-0500,115,1,835
06:22:09.548,1775215329.548,2026-04-03T06:22:09.548-0500,114,1,836
06:22:10.548,1775215330.548,2026-04-03T06:22:10.548-0500,114,1,837
06:22:11.548,1775215331.548,2026-04-03T06:22:11.548-0500,114,1,838
06:22:12.548,1775215332.548,2026-04-03T06:22:12.548-0500,115,1,839
06:22:13.548,1775215333.548,2026-04-03T06:22:13.548-0500,115,1,840
06:22:14.548,1775215334.548,2026-04-03T06:22:14.548-0500,115,1,841
06:22:15.548,1775215335.548,2026-04-03T06:22:15.548-0500,116,1,842
06:22:16.548,1775215336.548,2026-04-03T06:22:16.548-0500,116,1,843
06:22:17.548,1775215337.548,2026-04-03T06:22:17.548-0500,116,1,844
06:22:18.548,1775215338.548,2026-04-03T06:22:18.548-0500,116,1,845
06:22:19.548,1775215339.548,2026-04-03T06:22:19.548-0500,116,1,846
06:22:20.548,1775215340.548,2026-04-03T06:22:20.548-0500,116,1,847
06:22:21.548,1775215341.548,2026-04-03T06:22:21.548-0500,116,1,848
06:22:22.548,1775215342.548,2026-04-03T06:22:22.548-0500,116,1,849
06:22:23.548,1775215343.548,2026-04-03T06:22:23.548-0500,116,1,850
06:22:24.548,1775215344.548,2026-04-03T06:22:24.548-0500,117,1,851
06:22:25.548,1775215345.548,2026-04-03T06:22:25.548-0500,117,1,852
06:22:26.548,1775215346.548,2026-04-03T06:22:26.548-0500,118,1,853
06:22:27.548,1775215347.548,2026-04-03T06:22:27.548-0500,118,1,854
06:22:28.548,1775215348.548,2026-04-03T06:22:28.548-0500,118,1,855
06:22:29.548,1775215349.548,2026-04-03T06:22:29.548-0500,118,1,856
06:22:30.548,1775215350.548,2026-04-03T06:22:30.548-0500,118,1,857
06:22:31.548,1775215351.548,2026-04-03T06:22:31.548-0500,118,1,858
06:22:32.548,1775215352.548,2026-04-03T06:22:32.548-0500,118,1,859
06:22:33.548,1775215353.548,2026-04-03T06:22:33.548-0500,117,1,860
06:22:34.548,1775215354.548,2026-04-03T06:22:34.548-0500,117,1,861
06:22:35.548,1775215355.548,2026-04-03T06:22:35.548-0500,116,1,862
06:22:36.548,1775215356.548,2026-04-03T06:22:36.548-0500,116,1,863
06:22:37.548,1775215357.548,2026-04-03T06:22:37.548-0500,116,1,864
06:22:38.548,1775215358.548,2026-04-03T06:22:38.548-0500,117,1,865
06:22:39.548,1775215359.548,2026-04-03T06:22:39.548-0500,117,1,866
06:22:40.548,1775215360.548,2026-04-03T06:22:40.548-0500,117,1,867
06:22:41.548,1775215361.548,2026-04-03T06:22:41.548-0500,116,1,868
06:22:42.548,1775215362.548,2026-04-03T06:22:42.548-0500,115,1,869
06:22:43.548,1775215363.548,2026-04-03T06:22:43.548-0500,115,1,870
06:22:44.548,1775215364.548,2026-04-03T06:22:44.548-0500,114,1,871
06:22:45.548,1775215365.548,2026-04-03T06:22:45.548-0500,113,1,872
06:22:46.548,1775215366.548,2026-04-03T06:22:46.548-0500,113,1,873
06:22:47.548,1775215367.548,2026-04-03T06:22:47.548-0500,112,1,874
06:22:48.548,1775215368.548,2026-04-03T06:22:48.548-0500,112,1,875
06:22:49.548,1775215369.548,2026-04-03T06:22:49.548-0500,111,1,876
06:22:50.548,1775215370.548,2026-04-03T06:22:50.548-0500,111,1,877
06:22:51.548,1775215371.548,2026-04-03T06:22:51.548-0500,110,1,878
06:22:52.548,1775215372.548,2026-04-03T06:22:52.548-0500,110,1,879
06:22:53.548,1775215373.548,2026-04-03T06:22:53.548-0500,109,1,880
06:22:54.548,1775215374.548,2026-04-03T06:22:54.548-0500,109,1,881
06:22:55.548,1775215375.548,2026-04-03T06:22:55.548-0500,109,1,882
06:22:56.548,1775215376.548,2026-04-03T06:22:56.548-0500,109,1,883
06:22:57.548,1775215377.548,2026-04-03T06:22:57.548-0500,108,1,884
06:22:58.548,1775215378.548,2026-04-03T06:22:58.548-0500,108,1,885
06:22:59.548,1775215379.548,2026-04-03T06:22:59.548-0500,107,1,886
06:23:00.548,1775215380.548,2026-04-03T06:23:00.548-0500,107,1,887
06:23:01.548,1775215381.548,2026-04-03T06:23:01.548-0500,106,1,888
06:23:02.548,1775215382.548,2026-04-03T06:23:02.548-0500,105,1,889
06:23:03.548,1775215383.548,2026-04-03T06:23:03.548-0500,105,1,890
06:23:04.548,1775215384.548,2026-04-03T06:23:04.548-0500,104,1,891
06:23:05.548,1775215385.548,2026-04-03T06:23:05.548-0500,105,1,892
06:23:06.548,1775215386.548,2026-04-03T06:23:06.548-0500,105,1,893
06:23:07.548,1775215387.548,2026-04-03T06:23:07.548-0500,105,1,894
06:23:08.548,1775215388.548,2026-04-03T06:23:08.548-0500,105,1,895
06:23:09.548,1775215389.548,2026-04-03T06:23:09.548-0500,105,1,896
06:23:10.548,1775215390.548,2026-04-03T06:23:10.548-0500,106,1,897
06:23:11.548,1775215391.548,2026-04-03T06:23:11.548-0500,106,1,898
06:23:12.548,1775215392.548,2026-04-03T06:23:12.548-0500,106,1,899
06:23:13.548,1775215393.548,2026-04-03T06:23:13.548-0500,106,1,900
06:23:14.548,1775215394.548,2026-04-03T06:23:14.548-0500,106,1,901
06:23:15.548,1775215395.548,2026-04-03T06:23:15.548-0500,106,1,902
06:23:16.548,1775215396.548,2026-04-03T06:23:16.548-0500,105,1,903
06:23:17.548,1775215397.548,2026-04-03T06:23:17.548-0500,105,1,904
06:23:18.548,1775215398.548,2026-04-03T06:23:18.548-0500,104,1,905
06:23:19.548,1775215399.548,2026-04-03T06:23:19.548-0500,104,1,906
06:23:20.548,1775215400.548,2026-04-03T06:23:20.548-0500,104,1,907
06:23:21.548,1775215401.548,2026-04-03T06:23:21.548-0500,104,1,908
06:23:22.548,1775215402.548,2026-04-03T06:23:22.548-0500,103,1,909
06:23:23.548,1775215403.548,2026-04-03T06:23:23.548-0500,103,1,910
06:23:24.548,1775215404.548,2026-04-03T06:23:24.548-0500,103,1,911
06:23:25.548,1775215405.548,2026-04-03T06:23:25.548-0500,103,1,912
06:23:26.548,1775215406.548,2026-04-03T06:23:26.548-0500,103,1,913
06:23:27.548,1775215407.548,2026-04-03T06:23:27.548-0500,102,1,914
06:23:28.548,1775215408.548,2026-04-03T06:23:28.548-0500,102,1,915
06:23:29.548,1775215409.548,2026-04-03T06:23:29.548-0500,102,1,916
06:23:30.548,1775215410.548,2026-04-03T06:23:30.548-0500,102,1,917
06:23:31.548,1775215411.548,2026-04-03T06:23:31.548-0500,102,1,918
06:23:32.548,1775215412.548,2026-04-03T06:23:32.548-0500,102,1,919
06:23:33.548,1775215413.548,2026-04-03T06:23:33.548-0500,102,1,920
06:23:34.548,1775215414.548,2026-04-03T06:23:34.548-0500,102,1,921
06:23:35.548,1775215415.548,2026-04-03T06:23:35.548-0500,101,1,922
06:23:36.548,1775215416.548,2026-04-03T06:23:36.548-0500,101,1,923
06:23:37.548,1775215417.548,2026-04-03T06:23:37.548-0500,101,1,924
06:23:38.548,1775215418.548,2026-04-03T06:23:38.548-0500,101,1,925
06:23:39.548,1775215419.548,2026-04-03T06:23:39.548-0500,101,1,926
06:23:40.548,1775215420.548,2026-04-03T06:23:40.548-0500,101,1,927
06:23:41.548,1775215421.548,2026-04-03T06:23:41.548-0500,101,1,928
06:23:42.548,1775215422.548,2026-04-03T06:23:42.548-0500,101,1,929
06:23:43.548,1775215423.548,2026-04-03T06:23:43.548-0500,101,1,930
06:23:44.548,1775215424.548,2026-04-03T06:23:44.548-0500,101,1,931
06:23:45.548,1775215425.548,2026-04-03T06:23:45.548-0500,101,1,932
06:23:46.548,1775215426.548,2026-04-03T06:23:46.548-0500,101,1,933
06:23:47.548,1775215427.548,2026-04-03T06:23:47.548-0500,100,1,934
06:23:48.548,1775215428.548,2026-04-03T06:23:48.548-0500,100,1,935
06:23:49.548,1775215429.548,2026-04-03T06:23:49.548-0500,100,1,936
06:23:50.548,1775215430.548,2026-04-03T06:23:50.548-0500,99,1,937
06:23:51.548,1775215431.548,2026-04-03T06:23:51.548-0500,99,1,938
06:23:52.548,1775215432.548,2026-04-03T06:23:52.548-0500,99,1,939
06:23:53.548,1775215433.548,2026-04-03T06:23:53.548-0500,98,1,940
06:23:54.548,1775215434.548,2026-04-03T06:23:54.548-0500,98,1,941
06:23:55.548,1775215435.548,2026-04-03T06:23:55.548-0500,99,1,942
06:23:56.548,1775215436.548,2026-04-03T06:23:56.548-0500,99,1,943
06:23:57.548,1775215437.548,2026-04-03T06:23:57.548-0500,99,1,944
06:23:58.548,1775215438.548,2026-04-03T06:23:58.548-0500,99,1,945
06:23:59.548,1775215439.548,2026-04-03T06:23:59.548-0500,99,1,946
06:24:00.548,1775215440.548,2026-04-03T06:24:00.548-0500,99,1,947
06:24:01.548,1775215441.548,2026-04-03T06:24:01.548-0500,99,1,948
06:24:02.548,1775215442.548,2026-04-03T06:24:02.548-0500,99,1,949
06:24:03.548,1775215443.548,2026-04-03T06:24:03.548-0500,99,1,950
06:24:04.548,1775215444.548,2026-04-03T06:24:04.548-0500,99,1,951
06:24:05.548,1775215445.548,2026-04-03T06:24:05.548-0500,99,1,952
06:24:06.548,1775215446.548,2026-04-03T06:24:06.548-0500,99,1,953
06:24:07.548,1775215447.548,2026-04-03T06:24:07.548-0500,100,1,954
06:24:08.548,1775215448.548,2026-04-03T06:24:08.548-0500,100,1,955
06:24:09.548,1775215449.548,2026-04-03T06:24:09.548-0500,101,1,956
06:24:10.548,1775215450.548,2026-04-03T06:24:10.548-0500,101,1,957
06:24:11.548,1775215451.548,2026-04-03T06:24:11.548-0500,102,1,958
06:24:12.548,1775215452.548,2026-04-03T06:24:12.548-0500,102,1,959
06:24:13.548,1775215453.548,2026-04-03T06:24:13.548-0500,103,1,960
06:24:14.548,1775215454.548,2026-04-03T06:24:14.548-0500,103,1,961
06:24:15.548,1775215455.548,2026-04-03T06:24:15.548-0500,104,1,962
06:24:16.548,1775215456.548,2026-04-03T06:24:16.548-0500,105,1,963
06:24:17.548,1775215457.548,2026-04-03T06:24:17.548-0500,106,1,964
06:24:18.548,1775215458.548,2026-04-03T06:24:18.548-0500,107,1,965
06:24:19.548,1775215459.548,2026-04-03T06:24:19.548-0500,108,1,966
06:24:20.548,1775215460.548,2026-04-03T06:24:20.548-0500,109,1,967
06:24:21.548,1775215461.548,2026-04-03T06:24:21.548-0500,110,1,968
06:24:22.548,1775215462.548,2026-04-03T06:24:22.548-0500,111,1,969
06:24:23.548,1775215463.548,2026-04-03T06:24:23.548-0500,111,1,970
06:24:24.548,1775215464.548,2026-04-03T06:24:24.548-0500,112,1,971
06:24:25.548,1775215465.548,2026-04-03T06:24:25.548-0500,113,1,972
06:24:26.548,1775215466.548,2026-04-03T06:24:26.548-0500,114,1,973
06:24:27.548,1775215467.548,2026-04-03T06:24:27.548-0500,115,1,974
06:24:28.548,1775215468.548,2026-04-03T06:24:28.548-0500,116,1,975
06:24:29.548,1775215469.548,2026-04-03T06:24:29.548-0500,117,1,976
06:24:30.548,1775215470.548,2026-04-03T06:24:30.548-0500,118,1,977
06:24:54.548,1775215494.548,2026-04-03T06:24:54.548-0500,111,1,1001
06:24:55.548,1775215495.548,2026-04-03T06:24:55.548-0500,110,1,1002
06:24:56.548,1775215496.548,2026-04-03T06:24:56.548-0500,109,1,1003
06:24:57.548,1775215497.548,2026-04-03T06:24:57.548-0500,108,1,1004
06:24:58.548,1775215498.548,2026-04-03T06:24:58.548-0500,107,1,1005
06:24:59.548,1775215499.548,2026-04-03T06:24:59.548-0500,106,1,1006
06:25:00.548,1775215500.548,2026-04-03T06:25:00.548-0500,106,1,1007
06:25:01.548,1775215501.548,2026-04-03T06:25:01.548-0500,105,1,1008
06:25:02.548,1775215502.548,2026-04-03T06:25:02.548-0500,105,1,1009
06:25:03.548,1775215503.548,2026-04-03T06:25:03.548-0500,104,1,1010
06:25:04.548,1775215504.548,2026-04-03T06:25:04.548-0500,104,1,1011
06:25:05.548,1775215505.548,2026-04-03T06:25:05.548-0500,103,1,1012
06:25:06.548,1775215506.548,2026-04-03T06:25:06.548-0500,103,1,1013
06:25:07.548,1775215507.548,2026-04-03T06:25:07.548-0500,102,1,1014
06:25:08.548,1775215508.548,2026-04-03T06:25:08.548-0500,102,1,1015
06:25:09.548,1775215509.548,2026-04-03T06:25:09.548-0500,101,1,1016
06:25:10.548,1775215510.548,2026-04-03T06:25:10.548-0500,101,1,1017
06:25:11.548,1775215511.548,2026-04-03T06:25:11.548-0500,100,1,1018
06:25:12.548,1775215512.548,2026-04-03T06:25:12.548-0500,100,1,1019
06:25:13.548,1775215513.548,2026-04-03T06:25:13.548-0500,99,1,1020
06:25:14.548,1775215514.548,2026-04-03T06:25:14.548-0500,99,1,1021
06:25:15.548,1775215515.548,2026-04-03T06:25:15.548-0500,99,1,1022
06:25:16.548,1775215516.548,2026-04-03T06:25:16.548-0500,99,1,1023
06:25:17.548,1775215517.548,2026-04-03T06:25:17.548-0500,99,1,1024
06:25:18.548,1775215518.548,2026-04-03T06:25:18.548-0500,98,1,1025
06:25:19.548,1775215519.548,2026-04-03T06:25:19.548-0500,98,1,1026
06:25:20.548,1775215520.548,2026-04-03T06:25:20.548-0500,98,1,1027
06:25:21.548,1775215521.548,2026-04-03T06:25:21.548-0500,98,1,1028
06:25:22.548,1775215522.548,2026-04-03T06:25:22.548-0500,98,1,1029
06:25:23.548,1775215523.548,2026-04-03T06:25:23.548-0500,98,1,1030
06:25:24.548,1775215524.548,2026-04-03T06:25:24.548-0500,98,1,1031
06:25:25.548,1775215525.548,2026-04-03T06:25:25.548-0500,98,1,1032
06:25:26.548,1775215526.548,2026-04-03T06:25:26.548-0500,98,1,1033
06:25:27.548,1775215527.548,2026-04-03T06:25:27.548-0500,98,1,1034
06:25:28.548,1775215528.548,2026-04-03T06:25:28.548-0500,98,1,1035
06:25:29.548,1775215529.548,2026-04-03T06:25:29.548-0500,97,1,1036
06:25:30.548,1775215530.548,2026-04-03T06:25:30.548-0500,97,1,1037
06:25:31.548,1775215531.548,2026-04-03T06:25:31.548-0500,96,1,1038
06:25:32.548,1775215532.548,2026-04-03T06:25:32.548-0500,96,1,1039
06:25:33.548,1775215533.548,2026-04-03T06:25:33.548-0500,95,1,1040
06:25:34.548,1775215534.548,2026-04-03T06:25:34.548-0500,95,1,1041
06:25:35.548,1775215535.548,2026-04-03T06:25:35.548-0500,95,1,1042
06:25:36.548,1775215536.548,2026-04-03T06:25:36.548-0500,96,1,1043
06:25:37.548,1775215537.548,2026-04-03T06:25:37.548-0500,96,1,1044
06:25:38.548,1775215538.548,2026-04-03T06:25:38.548-0500,96,1,1045
06:25:39.548,1775215539.548,2026-04-03T06:25:39.548-0500,96,1,1046
06:25:40.548,1775215540.548,2026-04-03T06:25:40.548-0500,96,1,1047
06:25:41.548,1775215541.548,2026-04-03T06:25:41.548-0500,96,1,1048
06:25:42.548,1775215542.548,2026-04-03T06:25:42.548-0500,95,1,1049
06:25:43.548,1775215543.548,2026-04-03T06:25:43.548-0500,95,1,1050
06:25:44.548,1775215544.548,2026-04-03T06:25:44.548-0500,95,1,1051
06:25:45.548,1775215545.548,2026-04-03T06:25:45.548-0500,95,1,1052
06:25:46.548,1775215546.548,2026-04-03T06:25:46.548-0500,94,1,1053
06:25:47.548,1775215547.548,2026-04-03T06:25:47.548-0500,94,1,1054
06:25:48.548,1775215548.548,2026-04-03T06:25:48.548-0500,94,1,1055
06:25:49.548,1775215549.548,2026-04-03T06:25:49.548-0500,94,1,1056
06:25:50.548,1775215550.548,2026-04-03T06:25:50.548-0500,94,1,1057
06:25:51.548,1775215551.548,2026-04-03T06:25:51.548-0500,94,1,1058
06:25:52.548,1775215552.548,2026-04-03T06:25:52.548-0500,95,1,1059
06:25:53.548,1775215553.548,2026-04-03T06:25:53.548-0500,95,1,1060
06:25:54.548,1775215554.548,2026-04-03T06:25:54.548-0500,95,1,1061
06:25:55.548,1775215555.548,2026-04-03T06:25:55.548-0500,96,1,1062
06:25:56.548,1775215556.548,2026-04-03T06:25:56.548-0500,96,1,1063
06:25:57.548,1775215557.548,2026-04-03T06:25:57.548-0500,96,1,1064
06:25:58.548,1775215558.548,2026-04-03T06:25:58.548-0500,97,1,1065
06:25:59.548,1775215559.548,2026-04-03T06:25:59.548-0500,97,1,1066
06:26:00.548,1775215560.548,2026-04-03T06:26:00.548-0500,98,1,1067
06:26:01.548,1775215561.548,2026-04-03T06:26:01.548-0500,98,1,1068
06:26:02.548,1775215562.548,2026-04-03T06:26:02.548-0500,99,1,1069
06:26:03.548,1775215563.548,2026-04-03T06:26:03.548-0500,99,1,1070
06:26:04.548,1775215564.548,2026-04-03T06:26:04.548-0500,100,1,1071
06:26:05.548,1775215565.548,2026-04-03T06:26:05.548-0500,100,1,1072
06:26:06.548,1775215566.548,2026-04-03T06:26:06.548-0500,101,1,1073
06:26:07.548,1775215567.548,2026-04-03T06:26:07.548-0500,102,1,1074
06:26:08.548,1775215568.548,2026-04-03T06:26:08.548-0500,103,1,1075
06:26:09.548,1775215569.548,2026-04-03T06:26:09.548-0500,104,1,1076
06:26:10.548,1775215570.548,2026-04-03T06:26:10.548-0500,105,1,1077
06:26:11.548,1775215571.548,2026-04-03T06:26:11.548-0500,106,1,1078
06:26:12.548,1775215572.548,2026-04-03T06:26:12.548-0500,107,1,1079
06:26:13.548,1775215573.548,2026-04-03T06:26:13.548-0500,107,1,1080
06:26:14.548,1775215574.548,2026-04-03T06:26:14.548-0500,108,1,1081
06:26:15.548,1775215575.548,2026-04-03T06:26:15.548-0500,109,1,1082
06:26:16.548,1775215576.548,2026-04-03T06:26:16.548-0500,110,1,1083
06:26:17.548,1775215577.548,2026-04-03T06:26:17.548-0500,110,1,1084
06:26:18.548,1775215578.548,2026-04-03T06:26:18.548-0500,111,1,1085
06:26:19.548,1775215579.548,2026-04-03T06:26:19.548-0500,112,1,1086
06:26:20.548,1775215580.548,2026-04-03T06:26:20.548-0500,111,1,1087
06:26:21.548,1775215581.548,2026-04-03T06:26:21.548-0500,110,1,1088
06:26:22.548,1775215582.548,2026-04-03T06:26:22.548-0500,108,1,1089
06:26:23.548,1775215583.548,2026-04-03T06:26:23.548-0500,107,1,1090
06:26:24.548,1775215584.548,2026-04-03T06:26:24.548-0500,107,1,1091
06:26:25.548,1775215585.548,2026-04-03T06:26:25.548-0500,107,1,1092
06:26:26.548,1775215586.548,2026-04-03T06:26:26.548-0500,107,1,1093
06:26:27.548,1775215587.548,2026-04-03T06:26:27.548-0500,107,1,1094
06:26:28.548,1775215588.548,2026-04-03T06:26:28.548-0500,106,1,1095
06:26:29.548,1775215589.548,2026-04-03T06:26:29.548-0500,106,1,1096
06:26:30.548,1775215590.548,2026-04-03T06:26:30.548-0500,105,1,1097
06:26:31.548,1775215591.548,2026-04-03T06:26:31.548-0500,104,1,1098
06:26:32.548,1775215592.548,2026-04-03T06:26:32.548-0500,102,1,1099
06:26:33.548,1775215593.548,2026-04-03T06:26:33.548-0500,101,1,1100
06:26:34.548,1775215594.548,2026-04-03T06:26:34.548-0500,99,1,1101
06:26:35.548,1775215595.548,2026-04-03T06:26:35.548-0500,98,1,1102
06:26:36.548,1775215596.548,2026-04-03T06:26:36.548-0500,96,1,1103
06:26:37.548,1775215597.548,2026-04-03T06:26:37.548-0500,96,1,1104
06:26:38.548,1775215598.548,2026-04-03T06:26:38.548-0500,96,1,1105
06:26:39.548,1775215599.548,2026-04-03T06:26:39.548-0500,95,1,1106
06:26:40.548,1775215600.548,2026-04-03T06:26:40.548-0500,95,1,1107
06:26:41.548,1775215601.548,2026-04-03T06:26:41.548-0500,95,1,1108
06:26:42.548,1775215602.548,2026-04-03T06:26:42.548-0500,95,1,1109
06:26:43.548,1775215603.548,2026-04-03T06:26:43.548-0500,94,1,1110
06:26:44.548,1775215604.548,2026-04-03T06:26:44.548-0500,94,1,1111
